"student_id","teacher_id","class_type","class_size","born","female","race_ethnicity","re_white","re_black","re_asian","re_hispanic","re_native_american","re_other","reading_score","math_score","listening_score"
3096,47,3,25,1981.718,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,494,529,556
3097,175,2,24,1979.86,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,584,592
3098,187,2,26,1980.197,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,495,578,588
3099,267,3,21,1980.197,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,514,515,538
3100,265,1,17,1980.202,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,634
3101,179,3,21,1980.205,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,482,520,536
3102,247,3,22,1980.208,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,499,518,601
3103,263,2,24,1980.21,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,469,542,571
3104,149,2,18,1980.691,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,516,507,556
3105,22,2,23,1980.213,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,494,545,577
3106,245,1,17,1980.15,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,601,606
3107,329,1,15,1980.311,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,503,529,588
3108,106,1,17,1980.235,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,521,500,588
3109,179,3,21,1980.719,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,488,479,534
3110,338,1,15,1980.724,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,483,562,596
3111,214,3,24,1980.238,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,592,618
3112,278,3,28,1980.23,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,515,568
3113,297,1,14,1980.238,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,474,526,538
3114,25,3,24,1980.191,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,627,568
3115,138,3,22,1981.164,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,542,568
3116,7,1,15,1980.172,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,592,606
3117,284,1,13,1980.172,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,490,553,580
3118,335,1,15,1980.175,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,485,572,568
3119,302,1,13,1980.175,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,548,535,596
3120,42,2,22,1980.18,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,439,502,543
3121,221,2,23,1980.202,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
3122,284,1,13,1980.213,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,487,518,588
3123,98,2,23,1980.339,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,487,484,529
3124,221,2,23,1980.216,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,601,625
3125,302,1,13,1980.216,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,530,557,584
3126,294,3,22,1980.216,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,482,567,580
3127,7,1,15,1980.219,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,545,543
3128,331,1,15,1980.224,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,653,645
3129,137,3,23,1980.23,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,494,549,601
3130,138,3,22,1980.235,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,530,493,551
3131,138,3,22,1980.243,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,553,625
3132,221,2,23,1980.243,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,544,572,634
3133,310,3,23,1980.172,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,481,531
3134,29,3,24,1980.194,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,516,520,551
3135,312,2,21,1980.085,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,480,463,541
3136,200,3,21,1980.21,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,471,454,529
3137,192,1,17,1980.219,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,564,512,551
3138,200,3,21,1980.227,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,629,557,580
3139,86,2,21,1980.743,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,564,553,554
3140,233,3,23,1980.246,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,542,577
3141,61,3,23,1980.246,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,535,571
3142,20,3,26,1980.262,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,488,521
3143,65,1,17,1980.276,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,521,512,526
3144,95,2,22,1980.276,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,503,518,538
3145,54,3,24,1980.205,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,545,580
3146,197,3,23,1980.268,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,612,634
3147,144,3,24,1980.301,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,521,518,559
3148,23,3,25,1979.921,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,564,549,559
3149,304,1,17,1980.317,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,627,625
3150,256,2,23,1980.262,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,453,479,554
3151,153,2,23,1979.934,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,521,515,531
3152,82,1,13,1980.276,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,545,559
3153,239,3,20,1980.249,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,549,592
3154,167,1,14,1980.257,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,592,606
3155,320,1,16,1980.276,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,512,562
3156,118,1,17,1980.35,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527,653,645
3157,156,3,26,1980.311,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,592,645
3158,328,3,21,1980.292,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,592,645
3159,317,1,15,1980.268,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,562,611
3160,272,3,25,1980.268,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,532,596
3161,236,2,23,1980.281,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,629,507,584
3162,178,3,29,1980.301,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,526,559
3163,72,1,17,1980.303,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,505,562
3164,236,2,23,1980.325,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,553,592
3165,72,1,17,1980.311,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,549,565
3166,189,2,30,1980.314,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,572,611
3167,178,3,29,1980.314,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,612,625
3168,118,1,17,1980.716,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,538,584
3169,13,1,14,1980.249,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,601,645
3170,205,2,25,1980.249,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,514,538,574
3171,244,1,16,1980.249,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,564,518,551
3172,89,2,25,1980.251,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,503,515,588
3173,45,1,17,1980.257,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,512,567,571
3174,157,1,16,1980.257,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,540,578,606
3175,243,1,17,1980.26,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,676,625
3176,70,2,21,1980.26,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,490,532,571
3177,142,3,21,1980.26,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,505,559
3178,140,3,27,1980.26,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,548,535,538
3179,155,2,21,1980.262,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,545,559
3180,244,1,16,1980.262,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,572,584
3181,34,2,22,1980.262,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,538,568
3182,112,1,17,1980.262,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,484,554
3183,280,1,17,1980.265,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,567,571
3184,191,2,24,1979.953,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,487,505,541
3185,60,1,15,1980.268,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,627,601
3186,161,1,14,1980.27,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,469,542,559
3187,190,3,26,1979.962,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,519
3188,205,2,25,1980.273,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527,567,571
3189,112,1,17,1980.276,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,533,502,559
3190,255,3,21,1980.284,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,494,520,592
3191,135,3,28,1980.284,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,419,497,554
3192,330,3,22,1979.978,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,497,578,559
3193,114,3,22,1980.284,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,509,592,596
3194,33,3,26,1980.287,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
3195,205,2,25,1980.287,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,492,584,634
3196,278,3,28,1980.29,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,584,596
3197,280,1,17,1980.292,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,532,551
3198,154,3,26,1980.295,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,562,611
3199,155,2,21,1980.295,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,520,580
3200,214,3,24,1980.295,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,592,577
3201,140,3,27,1980.298,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,482,510,543
3202,71,2,26,1980.298,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,501,507,554
3203,116,2,19,1980.298,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,483,512,543
3204,114,3,22,1980.298,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,516,572,571
3205,210,3,21,1980.301,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,448,465,509
3206,28,3,21,1980.303,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,509,542,580
3207,68,1,17,1980.306,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,553,588
3208,170,1,13,1980.309,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,544,505,584
3209,33,3,26,1980.309,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,519,488,554
3210,258,1,17,1980.249,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,567,584
3211,165,3,22,1980.311,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,438,444,531
3212,69,3,20,1980.32,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,572,584
3213,314,1,17,1980.32,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,501,538,562
3214,312,2,21,1980.32,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,485,490,634
3215,45,1,17,1980.322,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,530,532,551
3216,68,1,17,1980.322,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,536,553,556
3217,208,2,24,1980.322,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,564,567,596
3218,202,1,14,1980.391,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,544,545,577
3219,223,2,21,1980.325,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,530,515,625
3220,214,3,24,1980.328,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,460,510,559
3221,244,1,16,1980.328,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,548,520,588
3222,191,2,24,1979.918,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,483,500,541
3223,195,1,17,1980.232,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,629,601,660
3224,92,3,21,1980.235,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,487,505,541
3225,94,2,21,1980.164,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,571,592,606
3226,279,2,20,1980.145,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,535,584
3227,182,2,22,1979.995,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,495,529,577
3228,133,1,15,1980.257,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,557,562
3229,303,2,22,1980.29,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,533,542,568
3230,57,3,22,1980.262,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,653,601
3231,73,2,20,1980.298,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,475,474,543
3232,73,2,20,1980.311,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,483,545,559
3233,111,2,21,1980.23,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,514,549,565
3234,57,3,22,1980.23,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,572,601
3235,73,2,20,1980.235,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,521,538,596
3236,11,2,23,1980.279,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,562,565
3237,13,1,14,1980.295,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,578,660
3238,306,1,16,1980.27,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,549,574
3239,259,3,21,1980.27,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,601,618
3240,54,3,24,1980.249,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,545,660
3241,55,3,21,1980.262,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,509,507,577
3242,12,2,24,1980.265,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,514,497,559
3243,313,1,15,1980.309,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,545,596
3244,55,3,21,1980.311,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,499,510,565
3245,295,1,15,1980.32,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,431,481,538
3246,320,1,16,1980.309,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,470,541
3247,260,3,20,1980.167,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,567,546
3248,206,3,23,1980.254,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,549,580
3249,64,2,22,1980.265,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,490,562,574
3250,256,2,23,1980.281,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,542,584
3251,322,2,21,1980.287,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,505,543
3252,127,2,25,1980.292,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,474,535,577
3253,206,3,23,1980.167,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,521,553,618
3254,206,3,23,1980.175,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,601,577
3255,30,1,13,1980.186,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,564,562,625
3256,95,2,22,1980.224,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527,486,559
3257,65,1,17,1980.227,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,557,592
3258,26,3,23,1980.232,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,553,535,571
3259,26,3,23,1980.235,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,492,535,536
3260,66,3,22,1980.238,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,507,505,571
3261,163,3,27,1980.24,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,578,584
3262,95,2,22,1980.243,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,514,526,625
3263,321,1,15,1981.241,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,558,592,592
3264,18,3,21,1980.246,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,549,554
3265,213,1,17,1980.273,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,519,538,596
3266,55,3,21,1980.268,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,463,501
3267,55,3,21,1980.284,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,502,565
3268,160,2,22,1980.325,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,439,519
3269,143,1,14,1980.276,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,434,477,509
3270,208,2,24,1980.292,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,485,515,559
3271,89,2,25,1980.257,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,438,451,543
3272,133,1,15,1980.257,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,584,596
3273,89,2,25,1980.292,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,529,565
3274,332,1,18,1980.303,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,553,601,584
3275,89,2,25,1980.306,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,538,618
3276,97,1,14,1980.281,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,601,618
3277,104,1,13,1980.29,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,553,562,596
3278,245,1,17,1980.249,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,592,625
3279,115,2,22,1980.27,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527,518,562
3280,237,2,23,1980.295,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,651,532,645
3281,54,3,24,1980.32,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,527,535,559
3282,115,2,22,1980.32,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,532,519
3283,115,2,22,1980.322,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,480,474,554
3284,5,3,29,1980.249,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,447,493,524
3285,5,3,29,1979.874,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,442,481,543
3286,229,3,23,1980.254,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,544,542,577
3287,237,2,23,1980.265,TRUE,"Asian",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,553,557,592
3288,54,3,24,1980.265,FALSE,"Asian",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,540,567,574
3289,20,3,26,1980.306,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,477,484,580
3290,79,3,22,1980.322,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,562,574
3291,220,1,14,1980.322,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,471,515,562
3292,59,2,26,1980.325,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,564,526,584
3293,336,1,15,1980.325,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,545,551
3294,103,2,19,1980.246,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,523,606
3295,40,1,15,1980.249,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,553,606
3296,295,1,15,1980.26,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,584,611
3297,144,3,24,1980.273,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,629,567,618
3298,189,2,30,1980.284,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,584,588
3299,238,2,24,1980.287,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,536,584,580
3300,238,2,24,1980.287,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,521,557,574
3301,58,1,18,1980.29,TRUE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,488,526,546
3302,203,1,16,1980.301,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,512,577
3303,174,1,17,1980.303,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,494,507,546
3304,227,3,24,1980.309,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,495,468,536
3305,305,3,23,1980.322,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,548,549,551
3306,9,3,21,1980.238,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,438,463,531
3307,301,1,14,1980.249,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,571,567,601
3308,323,2,20,1980.26,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,483,526,580
3309,198,1,17,1980.265,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,492,578,596
3310,324,3,20,1980.27,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,501,470,543
3311,286,2,24,1980.27,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,533,562,556
3312,286,2,24,1980.284,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,459,444,509
3313,276,3,24,1980.306,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,512,520,580
3314,286,2,24,1980.309,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,462,549,580
3315,323,2,20,1980.249,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,507,518,568
3316,276,3,24,1980.262,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,592,588
3317,324,3,20,1980.254,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,540,507,548
3318,69,3,20,1980.276,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,509,529,580
3319,205,2,25,1980.262,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,590,612,574
3320,124,2,25,1980.164,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,480,490,534
3321,292,3,23,1980.169,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,515,562
3322,217,2,23,1980.175,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,423,439,512
3323,125,1,16,1980.178,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,629,601,660
3324,124,2,25,1980.178,FALSE,"Black",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,544,538,538
3325,172,3,22,1980.189,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,579,612,584
3326,232,2,23,1980.199,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,604,627,611
3327,166,3,19,1980.199,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,495,512,601
3328,44,2,22,1980.199,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,533,538,574
3329,303,2,22,1980.21,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,487,557,625
3330,44,2,22,1980.216,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,471,535,577
3331,292,3,23,1980.227,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,544,612,601
3332,124,2,25,1980.246,TRUE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,524,567,580
3333,199,2,23,1980.27,FALSE,"White",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA
